id,name,category,workoutType,level,raceDistanceTags,surface,durationRangeMinutes,distanceRangeKm,intensityTarget,formulaHooks,safetyFlags,confidenceLabel
wkt_0283,25 min Progression Run — Easy To Tempo Touch v0283,Progression Run,progressive,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0284,25 min Progression Run — Easy To Tempo Touch v0284,Progression Run,progressive,beginner-intermediate,general | 5K | 10K,road | trail,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0285,25 min Progression Run — Easy To Tempo Touch v0285,Progression Run,progressive,intermediate,general | 5K | 10K | halfMarathon,road | trail,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0286,25 min Progression Run — Easy To Tempo Touch v0286,Progression Run,progressive,intermediate-advanced,5K | 10K | halfMarathon | marathon,road | trail,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0287,25 min Progression Run — Easy To Tempo Touch v0287,Progression Run,progressive,advanced,1500m | 5K | 10K | halfMarathon | marathon,road | trail,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0288,25 min Progression Run — Three Step,Progression Run,progressive,beginner-intermediate,general | 5K | 10K,road,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0289,25 min Progression Run — Three Step v0289,Progression Run,progressive,intermediate,general | 5K | 10K | halfMarathon,road,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0290,25 min Progression Run — Three Step v0290,Progression Run,progressive,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0291,25 min Progression Run — Three Step v0291,Progression Run,progressive,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0292,25 min Progression Run — Three Step v0292,Progression Run,progressive,beginner-intermediate,general | 5K | 10K,track,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0293,25 min Progression Run — Three Step v0293,Progression Run,progressive,intermediate,general | 5K | 10K | halfMarathon,track,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0294,25 min Progression Run — Three Step v0294,Progression Run,progressive,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0295,25 min Progression Run — Three Step v0295,Progression Run,progressive,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0296,25 min Progression Run — Three Step v0296,Progression Run,progressive,beginner-intermediate,general | 5K | 10K,treadmill,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0297,25 min Progression Run — Three Step v0297,Progression Run,progressive,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0298,25 min Progression Run — Three Step v0298,Progression Run,progressive,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0299,25 min Progression Run — Three Step v0299,Progression Run,progressive,advanced,1500m | 5K | 10K | halfMarathon | marathon,treadmill,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0300,25 min Progression Run — Three Step v0300,Progression Run,progressive,beginner-intermediate,general | 5K | 10K,road | trail,"[25, 35]","[2.8, 5.4]","Start Zone 1-2, finish Zone 3 / RPE 2-6",paceToTime | negativeSplitCalculator | sessionDuration | trainingLoadEstimate,controlledProgression | avoidSprintFinish | requiresRecoveryIfHard | stopIfPain,high
wkt_0301,4 x 10s Strides — 45 sec easy jog,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0302,4 x 10s Strides — 45 sec easy jog v0302,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0303,4 x 10s Strides — 45 sec easy jog v0303,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0304,4 x 10s Strides — 45 sec easy jog v0304,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0305,4 x 10s Strides — 45 sec easy jog v0305,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0306,4 x 10s Strides — 45 sec easy jog v0306,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0307,4 x 10s Strides — 45 sec easy jog v0307,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0308,4 x 10s Strides — 45 sec easy jog v0308,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0309,4 x 10s Strides — 45 sec easy jog v0309,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0310,4 x 10s Strides — 60 sec walk/easy jog,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0311,4 x 10s Strides — 60 sec walk/easy jog v0311,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0312,4 x 10s Strides — 60 sec walk/easy jog v0312,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0313,4 x 10s Strides — 60 sec walk/easy jog v0313,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0314,4 x 10s Strides — 60 sec walk/easy jog v0314,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0315,4 x 10s Strides — 60 sec walk/easy jog v0315,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0316,4 x 10s Strides — 60 sec walk/easy jog v0316,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0317,4 x 10s Strides — 60 sec walk/easy jog v0317,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0318,4 x 10s Strides — 60 sec walk/easy jog v0318,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0319,4 x 10s Strides — 90 sec walk/easy jog,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0320,4 x 10s Strides — 90 sec walk/easy jog v0320,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0321,4 x 10s Strides — 90 sec walk/easy jog v0321,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0322,4 x 10s Strides — 90 sec walk/easy jog v0322,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0323,4 x 10s Strides — 90 sec walk/easy jog v0323,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0324,4 x 10s Strides — 90 sec walk/easy jog v0324,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0325,4 x 10s Strides — 90 sec walk/easy jog v0325,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0326,4 x 10s Strides — 90 sec walk/easy jog v0326,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0327,4 x 10s Strides — 90 sec walk/easy jog v0327,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0328,4 x 10s Strides — 2 min full recovery,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0329,4 x 10s Strides — 2 min full recovery v0329,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0330,4 x 10s Strides — 2 min full recovery v0330,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,grass | track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0331,4 x 10s Strides — 2 min full recovery v0331,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0332,4 x 10s Strides — 2 min full recovery v0332,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0333,4 x 10s Strides — 2 min full recovery v0333,Strides,neuromuscular,advanced,1500m | 5K | 10K | halfMarathon | marathon,road,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0334,4 x 10s Strides — 2 min full recovery v0334,Strides,neuromuscular,beginner-intermediate,general | 5K | 10K,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0335,4 x 10s Strides — 2 min full recovery v0335,Strides,neuromuscular,intermediate,general | 5K | 10K | halfMarathon,track,"[27, 47]","[3.0, 10.0]",Fast but relaxed / RPE 7-8 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration,neuromuscular | shortFastRunning | fullRecovery | stopIfPain,high
wkt_0336,4 x 8s Hill Sprints — 4-6% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0337,4 x 8s Hill Sprints — 4-6% Grade v0337,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0338,4 x 8s Hill Sprints — 4-6% Grade v0338,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0339,4 x 8s Hill Sprints — 6-8% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0340,4 x 8s Hill Sprints — 6-8% Grade v0340,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0341,4 x 8s Hill Sprints — 6-8% Grade v0341,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0342,4 x 8s Hill Sprints — 8-10% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0343,4 x 8s Hill Sprints — 8-10% Grade v0343,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0344,4 x 8s Hill Sprints — 8-10% Grade v0344,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0345,4 x 10s Hill Sprints — 4-6% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0346,4 x 10s Hill Sprints — 4-6% Grade v0346,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0347,4 x 10s Hill Sprints — 4-6% Grade v0347,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0348,4 x 10s Hill Sprints — 6-8% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0349,4 x 10s Hill Sprints — 6-8% Grade v0349,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0350,4 x 10s Hill Sprints — 6-8% Grade v0350,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0351,4 x 10s Hill Sprints — 8-10% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0352,4 x 10s Hill Sprints — 8-10% Grade v0352,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0353,4 x 10s Hill Sprints — 8-10% Grade v0353,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0354,4 x 12s Hill Sprints — 4-6% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0355,4 x 12s Hill Sprints — 4-6% Grade v0355,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0356,4 x 12s Hill Sprints — 4-6% Grade v0356,Hill Sprints,neuromuscular-hill,advanced,1500m | 5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0357,4 x 12s Hill Sprints — 6-8% Grade,Hill Sprints,neuromuscular-hill,intermediate,general | 5K | 10K | halfMarathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
wkt_0358,4 x 12s Hill Sprints — 6-8% Grade v0358,Hill Sprints,neuromuscular-hill,intermediate-advanced,5K | 10K | halfMarathon | marathon,hill | road | trail,"[35, 60]","[4.0, 9.0]",Very fast controlled uphill / RPE 8-9 / full recovery,repTime | totalWorkTime | totalRestTime | sessionDuration | elevationGradeNote,highIntensity | hillCaution | fullRecovery | requiresRecovery | notForInjuryPain,moderate
